UniProt_ID,Protein_Name,Gene_Name,Category,Disease_Association,AlphaFold_Version,PDB_URL,Sequence_Length,pLDDT_Mean,Frac_VeryLow_pLDDT,Frac_Low_pLDDT,Frac_Confident_pLDDT,Frac_VeryHigh_pLDDT,frac_hydrophobic,frac_polar,frac_charged_pos,frac_charged_neg,frac_aromatic,frac_small,frac_proline,frac_glycine,frac_cysteine,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,molecular_weight,helix_propensity,sheet_propensity,turn_propensity,disorder_propensity
P10827,Thyroid hormone receptor alpha,THRA,Nuclear_Receptor,Hypothyroidism,6,https://alphafold.ebi.ac.uk/files/AF-P10827-F1-model_v6.pdb,490,73.06,0.296,0.047,0.192,0.465,0.336734693877551,0.19795918367346937,0.16326530612244897,0.14285714285714285,0.05102040816326531,0.2510204081632653,0.053061224489795916,0.0673469387755102,0.03877551020408163,0.061224489795918366,0.03877551020408163,0.05918367346938776,0.0836734693877551,0.024489795918367346,0.0673469387755102,0.02857142857142857,0.04693877551020408,0.07142857142857142,0.09591836734693877,0.026530612244897958,0.022448979591836733,0.053061224489795916,0.05918367346938776,0.06326530612244897,0.0836734693877551,0.0326530612244898,0.05510204081632653,0.006122448979591836,0.02040816326530612,63555,0.3979591836734694,0.18571428571428572,0.2857142857142857,0.4816326530612245
Q92731,Estrogen receptor beta,ESR2,Nuclear_Receptor,Breast cancer osteoporosis,6,https://alphafold.ebi.ac.uk/files/AF-Q92731-F1-model_v6.pdb,530,69.31,0.404,0.038,0.104,0.455,0.37735849056603776,0.22075471698113208,0.15660377358490565,0.09433962264150944,0.062264150943396226,0.2679245283018868,0.05849056603773585,0.052830188679245285,0.03962264150943396,0.06415094339622641,0.03962264150943396,0.03773584905660377,0.05660377358490566,0.018867924528301886,0.052830188679245285,0.03962264150943396,0.035849056603773584,0.05660377358490566,0.11509433962264151,0.03773584905660377,0.03773584905660377,0.05849056603773585,0.035849056603773584,0.06037735849056604,0.11132075471698114,0.035849056603773584,0.062264150943396226,0.013207547169811321,0.03018867924528302,68670,0.3660377358490566,0.18679245283018867,0.2981132075471698,0.4320754716981132
P13631,Retinoic acid receptor gamma,RARG,Nuclear_Receptor,Skin cancer differentiation,6,https://alphafold.ebi.ac.uk/files/AF-P13631-F1-model_v6.pdb,454,78.31,0.242,0.066,0.086,0.606,0.3436123348017621,0.19823788546255505,0.13876651982378854,0.12334801762114538,0.07048458149779736,0.24669603524229075,0.08590308370044053,0.07709251101321586,0.03303964757709251,0.05726872246696035,0.03303964757709251,0.048458149779735685,0.07488986784140969,0.04405286343612335,0.07709251101321586,0.013215859030837005,0.039647577092511016,0.06607929515418502,0.1013215859030837,0.039647577092511016,0.028634361233480177,0.08590308370044053,0.037444933920704845,0.05947136563876652,0.07929515418502203,0.05286343612334802,0.03524229074889868,0.0022026431718061676,0.024229074889867842,58438,0.3766519823788546,0.1762114537444934,0.31938325991189426,0.4801762114537445
P06401,Progesterone receptor,PGR,Nuclear_Receptor,Breast cancer contraception,6,https://alphafold.ebi.ac.uk/files/AF-P06401-F1-model_v6.pdb,933,56.16,0.631,0.027,0.061,0.281,0.3858520900321543,0.20042872454448016,0.10289389067524116,0.09646302250803858,0.06216505894962487,0.3161843515541265,0.11039657020364416,0.0782422293676313,0.02572347266881029,0.11039657020364416,0.02572347266881029,0.04180064308681672,0.05466237942122187,0.031082529474812434,0.0782422293676313,0.013933547695605574,0.028938906752411574,0.04394426580921758,0.11254019292604502,0.01822079314040729,0.01822079314040729,0.11039657020364416,0.05037513397642015,0.04501607717041801,0.10182207931404073,0.030010718113612004,0.05359056806002144,0.006430868167202572,0.02465166130760986,115644,0.39013933547695606,0.1639871382636656,0.3504823151125402,0.4844587352625938
P00734,Prothrombin,F2,Protease,Thrombosis coagulation,6,https://alphafold.ebi.ac.uk/files/AF-P00734-F1-model_v6.pdb,622,83.94,0.098,0.068,0.283,0.551,0.34887459807073956,0.20096463022508038,0.1382636655948553,0.1382636655948553,0.09003215434083602,0.2491961414790997,0.05305466237942122,0.07877813504823152,0.04180064308681672,0.06752411575562701,0.04180064308681672,0.05627009646302251,0.0819935691318328,0.03376205787781351,0.07877813504823152,0.02090032154340836,0.03536977491961415,0.04662379421221865,0.0819935691318328,0.014469453376205787,0.04019292604501608,0.05305466237942122,0.04180064308681672,0.0707395498392283,0.06109324758842444,0.05787781350482315,0.0594855305466238,0.022508038585209004,0.03376205787781351,81136,0.33440514469453375,0.20418006430868169,0.28938906752411575,0.4340836012861736
P12821,Angiotensin-converting enzyme,ACE,Protease,Hypertension heart failure,6,https://alphafold.ebi.ac.uk/files/AF-P12821-F1-model_v6.pdb,1306,90.94,0.039,0.018,0.138,0.805,0.4211332312404288,0.20903522205206737,0.12633996937212863,0.1125574272588055,0.11868300153139356,0.20903522205206737,0.062021439509954056,0.05819295558958652,0.010719754977029096,0.08039816232771822,0.010719754977029096,0.05130168453292496,0.06125574272588055,0.0444104134762634,0.05819295558958652,0.033690658499234305,0.03598774885145482,0.04058192955589587,0.11638591117917305,0.022970903522205207,0.0444104134762634,0.062021439509954056,0.05742725880551302,0.05206738131699847,0.05972434915773354,0.04747320061255743,0.04670750382848392,0.03139356814701378,0.042879019908116385,173035,0.3790199081163859,0.1807044410413476,0.27565084226646247,0.39127105666156203
P56817,Beta-secretase 1,BACE1,Protease,Alzheimers disease,6,https://alphafold.ebi.ac.uk/files/AF-P56817-F1-model_v6.pdb,501,87.5,0.11,0.046,0.106,0.739,0.42714570858283435,0.19560878243512975,0.10379241516966067,0.10978043912175649,0.10379241516966067,0.24151696606786427,0.05588822355289421,0.08582834331337326,0.021956087824351298,0.06786427145708583,0.021956087824351298,0.05389221556886228,0.05588822355289421,0.043912175648702596,0.08582834331337326,0.01996007984031936,0.05588822355289421,0.031936127744510975,0.09780439121756487,0.027944111776447105,0.029940119760479042,0.05588822355289421,0.043912175648702596,0.05189620758483034,0.0658682634730539,0.05588822355289421,0.07385229540918163,0.01996007984031936,0.03992015968063872,64700,0.3253493013972056,0.23552894211576847,0.29141716566866266,0.3912175648702595
P14735,Insulin-degrading enzyme,IDE,Protease,Diabetes Alzheimers,6,https://alphafold.ebi.ac.uk/files/AF-P14735-F1-model_v6.pdb,1019,94.0,0.05,0.008,0.013,0.929,0.41216879293424924,0.1815505397448479,0.15309126594700687,0.13542688910696762,0.10893032384690873,0.17075564278704614,0.05789990186457311,0.04612365063788027,0.013738959764474975,0.06084396467124632,0.013738959764474975,0.04612365063788027,0.08930323846908735,0.0549558390578999,0.04612365063788027,0.0323846908734053,0.05691854759568204,0.07556427870461237,0.11383709519136408,0.02453385672227674,0.047105004906771344,0.05789990186457311,0.042198233562315994,0.045142296368989206,0.050049067713444556,0.042198233562315994,0.047105004906771344,0.009813542688910697,0.04416094210009813,136157,0.40628066732090284,0.2168792934249264,0.24730127576054955,0.40628066732090284
O43353,Rhomboid-related protease 2,RHBDL2,Protease,Cancer signaling,6,https://alphafold.ebi.ac.uk/files/AF-O43353-F1-model_v6.pdb,540,76.06,0.25,0.056,0.172,0.522,0.37037037037037035,0.2388888888888889,0.15,0.11666666666666667,0.06481481481481481,0.21296296296296297,0.06481481481481481,0.040740740740740744,0.018518518518518517,0.053703703703703705,0.018518518518518517,0.046296296296296294,0.07037037037037037,0.024074074074074074,0.040740740740740744,0.040740740740740744,0.06851851851851852,0.05740740740740741,0.1111111111111111,0.025925925925925925,0.044444444444444446,0.06481481481481481,0.05,0.05185185185185185,0.1,0.044444444444444446,0.046296296296296294,0.012962962962962963,0.027777777777777776,70827,0.3685185185185185,0.18518518518518517,0.2962962962962963,0.4351851851851852
P07339,Cathepsin D,CTSD,Protease,Cancer lysosomal disease,6,https://alphafold.ebi.ac.uk/files/AF-P07339-F1-model_v6.pdb,412,85.0,0.085,0.1,0.199,0.617,0.4199029126213592,0.2087378640776699,0.09951456310679611,0.09223300970873786,0.08980582524271845,0.27427184466019416,0.06310679611650485,0.09466019417475728,0.021844660194174758,0.06796116504854369,0.021844660194174758,0.050970873786407765,0.0412621359223301,0.03398058252427184,0.09466019417475728,0.014563106796116505,0.055825242718446605,0.055825242718446605,0.09951456310679611,0.024271844660194174,0.02669902912621359,0.06310679611650485,0.0412621359223301,0.02912621359223301,0.08980582524271845,0.050970873786407765,0.0825242718446602,0.009708737864077669,0.04611650485436893,51899,0.3300970873786408,0.24029126213592233,0.32524271844660196,0.41504854368932037
P07711,Cathepsin L1,CTSL,Protease,Cancer osteoporosis,6,https://alphafold.ebi.ac.uk/files/AF-P07711-F1-model_v6.pdb,333,93.5,0.033,0.027,0.063,0.877,0.3813813813813814,0.2072072072072072,0.12312312312312312,0.13213213213213212,0.12312312312312312,0.26426426426426425,0.036036036036036036,0.0960960960960961,0.024024024024024024,0.07507507507507508,0.024024024024024024,0.04504504504504504,0.08708708708708708,0.04804804804804805,0.0960960960960961,0.021021021021021023,0.02702702702702703,0.06306306306306306,0.05405405405405406,0.04504504504504504,0.057057057057057055,0.036036036036036036,0.03903903903903904,0.03903903903903904,0.06906906906906907,0.042042042042042045,0.057057057057057055,0.02702702702702703,0.04804804804804805,43498,0.3633633633633634,0.2042042042042042,0.3033033033033033,0.4294294294294294
P08254,Stromelysin-1,MMP3,Protease,Arthritis cancer invasion,6,https://alphafold.ebi.ac.uk/files/AF-P08254-F1-model_v6.pdb,477,85.69,0.061,0.09,0.266,0.583,0.3920335429769392,0.16981132075471697,0.14465408805031446,0.13836477987421383,0.11949685534591195,0.19916142557651992,0.07756813417190776,0.06708595387840671,0.010482180293501049,0.06079664570230608,0.010482180293501049,0.07547169811320754,0.06289308176100629,0.06708595387840671,0.06708595387840671,0.027253668763102725,0.0440251572327044,0.06918238993710692,0.09014675052410902,0.014675052410901468,0.033542976939203356,0.07756813417190776,0.018867924528301886,0.04821802935010482,0.06079664570230608,0.05660377358490566,0.06289308176100629,0.016771488469601678,0.03563941299790356,62484,0.3165618448637317,0.22012578616352202,0.31446540880503143,0.40461215932914046
P03956,Interstitial collagenase,MMP1,Protease,Arthritis fibrosis,6,https://alphafold.ebi.ac.uk/files/AF-P03956-F1-model_v6.pdb,469,91.25,0.049,0.058,0.043,0.851,0.3880597014925373,0.19402985074626866,0.14925373134328357,0.12366737739872068,0.14072494669509594,0.18336886993603413,0.06396588486140725,0.07462686567164178,0.006396588486140725,0.057569296375266525,0.006396588486140725,0.07036247334754797,0.053304904051172705,0.0767590618336887,0.07462686567164178,0.03411513859275053,0.03837953091684435,0.06396588486140725,0.06823027718550106,0.021321961620469083,0.046908315565031986,0.06396588486140725,0.04904051172707889,0.0511727078891258,0.04477611940298507,0.053304904051172705,0.06183368869936034,0.017057569296375266,0.046908315565031986,62370,0.31343283582089554,0.2302771855010661,0.3006396588486141,0.40085287846481876
P09237,Matrilysin,MMP7,Protease,Cancer invasion,6,https://alphafold.ebi.ac.uk/files/AF-P09237-F1-model_v6.pdb,267,87.81,0.045,0.116,0.101,0.738,0.39325842696629215,0.1947565543071161,0.13857677902621723,0.10486891385767791,0.10112359550561797,0.24719101123595505,0.0599250936329588,0.09737827715355805,0.011235955056179775,0.06741573033707865,0.011235955056179775,0.0599250936329588,0.0449438202247191,0.04119850187265917,0.09737827715355805,0.0299625468164794,0.04119850187265917,0.06367041198501873,0.10112359550561797,0.033707865168539325,0.04119850187265917,0.0599250936329588,0.033707865168539325,0.0449438202247191,0.07116104868913857,0.04868913857677903,0.04868913857677903,0.018726591760299626,0.04119850187265917,34431,0.3445692883895131,0.18352059925093633,0.3295880149812734,0.4157303370786517
P04637,Cellular tumor antigen p53,TP53,Tumor_Suppressor,Pan-cancer,6,https://alphafold.ebi.ac.uk/files/AF-P04637-F1-model_v6.pdb,393,75.06,0.298,0.104,0.071,0.527,0.30025445292620867,0.22646310432569974,0.1475826972010178,0.1272264631043257,0.061068702290076333,0.24173027989821882,0.11450381679389313,0.058524173027989825,0.02544529262086514,0.061068702290076333,0.02544529262086514,0.05089058524173028,0.07633587786259542,0.027989821882951654,0.058524173027989825,0.030534351145038167,0.020356234096692113,0.05089058524173028,0.08142493638676845,0.030534351145038167,0.035623409669211195,0.11450381679389313,0.03816793893129771,0.06615776081424936,0.09669211195928754,0.05597964376590331,0.04580152671755725,0.010178117048346057,0.022900763358778626,50660,0.3384223918575064,0.14249363867684478,0.356234096692112,0.5012722646310432
P38398,Breast cancer type 1 susceptibility protein,BRCA1,Tumor_Suppressor,Breast ovarian cancer,6,https://alphafold.ebi.ac.uk/files/AF-P38398-F1-model_v6.pdb,1863,41.59,0.804,0.022,0.063,0.111,0.28878153515834676,0.29683306494900696,0.1406333870101986,0.15190552871712293,0.04830917874396135,0.23564143853998926,0.05152979066022544,0.04669887278582931,0.023617820719269995,0.04508856682769726,0.023617820719269995,0.045625335480407946,0.10628019323671498,0.026301663982823402,0.04669887278582931,0.026301663982823402,0.041331186258722494,0.07353730542136339,0.08373590982286634,0.01610305958132045,0.06494900697799248,0.05152979066022544,0.05206655931293613,0.04079441760601181,0.1202361782071927,0.05958132045088567,0.05421363392377885,0.005367686527106817,0.016639828234031134,241006,0.37681159420289856,0.16210413311862587,0.3290391841116479,0.49114331723027377
P06400,Retinoblastoma-associated protein,RB1,Tumor_Suppressor,Retinoblastoma cancer,6,https://alphafold.ebi.ac.uk/files/AF-P06400-F1-model_v6.pdb,928,76.06,0.216,0.142,0.137,0.505,0.38038793103448276,0.23060344827586207,0.1497844827586207,0.1271551724137931,0.07974137931034483,0.17995689655172414,0.06465517241379311,0.03125,0.016163793103448277,0.04741379310344827,0.016163793103448277,0.04849137931034483,0.07866379310344827,0.04202586206896552,0.03125,0.018318965517241378,0.06465517241379311,0.08189655172413793,0.10883620689655173,0.03017241379310345,0.04849137931034483,0.06465517241379311,0.03771551724137931,0.04956896551724138,0.08512931034482758,0.059267241379310345,0.04956896551724138,0.007543103448275862,0.03017241379310345,122723,0.38469827586206895,0.2025862068965517,0.27801724137931033,0.42887931034482757
P60484,Phosphatase and tensin homolog,PTEN,Tumor_Suppressor,Prostate breast cancer,6,https://alphafold.ebi.ac.uk/files/AF-P60484-F1-model_v6.pdb,403,83.0,0.171,0.052,0.089,0.687,0.36476426799007444,0.19602977667493796,0.1662531017369727,0.15384615384615385,0.12406947890818859,0.1588089330024814,0.05707196029776675,0.03722084367245657,0.02481389578163772,0.04218362282878412,0.02481389578163772,0.08188585607940446,0.07196029776674938,0.062034739454094295,0.03722084367245657,0.03225806451612903,0.04962779156327544,0.08436724565756824,0.06699751861042183,0.022332506203473945,0.05707196029776675,0.05707196029776675,0.03225806451612903,0.04962779156327544,0.05459057071960298,0.052109181141439205,0.05955334987593052,0.004962779156327543,0.05707196029776675,54349,0.3200992555831266,0.2531017369727047,0.2878411910669975,0.3870967741935484
Q13485,Mothers against decapentaplegic homolog 4,SMAD4,Tumor_Suppressor,Colorectal pancreatic cancer,6,https://alphafold.ebi.ac.uk/files/AF-Q13485-F1-model_v6.pdb,552,73.38,0.328,0.047,0.125,0.5,0.36231884057971014,0.2318840579710145,0.13405797101449277,0.09239130434782608,0.07065217391304347,0.266304347826087,0.08152173913043478,0.07246376811594203,0.025362318840579712,0.08695652173913043,0.025362318840579712,0.04710144927536232,0.04528985507246377,0.02355072463768116,0.07246376811594203,0.05434782608695652,0.05253623188405797,0.036231884057971016,0.07427536231884058,0.018115942028985508,0.034420289855072464,0.08152173913043478,0.057971014492753624,0.043478260869565216,0.08152173913043478,0.057971014492753624,0.059782608695652176,0.014492753623188406,0.03260869565217391,70289,0.3188405797101449,0.19384057971014493,0.3170289855072464,0.41847826086956524
P42771,Cyclin-dependent kinase inhibitor 2A,CDKN2A,Tumor_Suppressor,Melanoma pancreatic cancer,6,https://alphafold.ebi.ac.uk/files/AF-P42771-F1-model_v6.pdb,156,76.31,0.128,0.109,0.75,0.013,0.4423076923076923,0.10897435897435898,0.14102564102564102,0.14102564102564102,0.03205128205128205,0.3269230769230769,0.07051282051282051,0.08974358974358974,0.00641025641025641,0.1858974358974359,0.00641025641025641,0.07051282051282051,0.07051282051282051,0.00641025641025641,0.08974358974358974,0.03205128205128205,0.019230769230769232,0.0,0.10897435897435898,0.03205128205128205,0.02564102564102564,0.07051282051282051,0.00641025641025641,0.10897435897435898,0.04487179487179487,0.03205128205128205,0.0641025641025641,0.01282051282051282,0.01282051282051282,19304,0.40384615384615385,0.10897435897435898,0.30128205128205127,0.391025641025641
Q9NWZ3,Homeodomain-interacting protein kinase 2,HIPK2,Tumor_Suppressor,Leukemia,6,https://alphafold.ebi.ac.uk/files/AF-Q9NWZ3-F1-model_v6.pdb,460,83.94,0.12,0.043,0.228,0.609,0.3847826086956522,0.22391304347826088,0.13043478260869565,0.14130434782608695,0.07391304347826087,0.20217391304347826,0.05,0.05217391304347826,0.017391304347826087,0.06304347826086956,0.017391304347826087,0.06956521739130435,0.07173913043478261,0.041304347826086954,0.05217391304347826,0.021739130434782608,0.05652173913043478,0.07391304347826087,0.09782608695652174,0.030434782608695653,0.04782608695652174,0.05,0.043478260869565216,0.034782608695652174,0.06956521739130435,0.06304347826086956,0.06304347826086956,0.006521739130434782,0.02608695652173913,59733,0.3804347826086957,0.20434782608695654,0.2891304347826087,0.39565217391304347
P40763,Signal transducer STAT3,STAT3,Tumor_Suppressor,Cancer inflammation,6,https://alphafold.ebi.ac.uk/files/AF-P40763-F1-model_v6.pdb,770,84.88,0.104,0.068,0.148,0.681,0.39090909090909093,0.2545454545454545,0.12337662337662338,0.11818181818181818,0.08571428571428572,0.19220779220779222,0.04415584415584416,0.05064935064935065,0.01818181818181818,0.05714285714285714,0.01818181818181818,0.04155844155844156,0.07662337662337662,0.03896103896103896,0.05064935064935065,0.016883116883116882,0.053246753246753244,0.06103896103896104,0.10649350649350649,0.03506493506493506,0.04935064935064935,0.04415584415584416,0.07792207792207792,0.045454545454545456,0.06623376623376623,0.06103896103896104,0.053246753246753244,0.01948051948051948,0.02727272727272727,101809,0.4142857142857143,0.19090909090909092,0.2519480519480519,0.42207792207792205
P13569,Cystic fibrosis transmembrane conductance regulator,CFTR,Ion_Channel,Cystic fibrosis,6,https://alphafold.ebi.ac.uk/files/AF-P13569-F1-model_v6.pdb,1480,75.62,0.171,0.094,0.419,0.316,0.44594594594594594,0.22094594594594594,0.13175675675675674,0.10202702702702703,0.1,0.20810810810810812,0.030405405405405407,0.05675675675675676,0.012162162162162163,0.056081081081081084,0.012162162162162163,0.03918918918918919,0.06283783783783783,0.057432432432432436,0.05675675675675676,0.016891891891891893,0.0804054054054054,0.062162162162162166,0.12364864864864865,0.025,0.03648648648648649,0.030405405405405407,0.04527027027027027,0.052702702702702706,0.0831081081081081,0.056081081081081084,0.060810810810810814,0.015540540540540541,0.02702702702702703,194568,0.375,0.23783783783783785,0.24594594594594596,0.3932432432432432
Q12809,Potassium channel hERG,KCNH2,Ion_Channel,Cardiac arrhythmia QT prolongation,6,https://alphafold.ebi.ac.uk/files/AF-Q12809-F1-model_v6.pdb,1159,62.75,0.451,0.051,0.227,0.271,0.3899913718723037,0.1993097497842968,0.1276962899050906,0.0992234685073339,0.07420189818809318,0.270060396893874,0.08283002588438308,0.08024158757549611,0.02070750647109577,0.08024158757549611,0.02070750647109577,0.04745470232959448,0.05176876617773943,0.03968938740293356,0.08024158757549611,0.024158757549611734,0.04831751509922347,0.030198446937014668,0.10871440897325281,0.02070750647109577,0.030198446937014668,0.08283002588438308,0.029335634167385678,0.07333908541846419,0.08886971527178603,0.05090595340811044,0.057808455565142365,0.010353753235547885,0.024158757549611734,147354,0.32096635030198445,0.1906816220880069,0.32959447799827435,0.4365832614322692
Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,Ion_Channel,Brugada syndrome arrhythmia,6,https://alphafold.ebi.ac.uk/files/AF-Q14524-F1-model_v6.pdb,2016,67.25,0.264,0.149,0.473,0.114,0.4384920634920635,0.21031746031746032,0.10615079365079365,0.11359126984126984,0.10466269841269842,0.22470238095238096,0.05257936507936508,0.05803571428571429,0.020833333333333332,0.06746031746031746,0.020833333333333332,0.04662698412698413,0.06696428571428571,0.061507936507936505,0.05803571428571429,0.013392857142857142,0.060515873015873016,0.04117063492063492,0.11259920634920635,0.03422619047619048,0.03819444444444445,0.05257936507936508,0.03521825396825397,0.051587301587301584,0.07837301587301587,0.05853174603174603,0.059027777777777776,0.01636904761904762,0.026785714285714284,262948,0.3576388888888889,0.2286706349206349,0.27380952380952384,0.38392857142857145
O00555,Voltage-dependent calcium channel subunit alpha-1A,CACNA1A,Ion_Channel,Migraine epilepsy,6,https://alphafold.ebi.ac.uk/files/AF-O00555-F1-model_v6.pdb,2506,57.72,0.441,0.14,0.376,0.043,0.38268156424581007,0.19792498004788509,0.1512370311252993,0.11133280127693536,0.09297685554668794,0.2294493216280926,0.06863527533918595,0.07701516360734238,0.0111731843575419,0.07581803671189145,0.0111731843575419,0.04748603351955307,0.06384676775738228,0.04988028731045491,0.07701516360734238,0.02713487629688747,0.04549082202713488,0.04389465283320032,0.08300079808459697,0.03391859537110934,0.04189944134078212,0.06863527533918595,0.04309656823623304,0.0802075019952115,0.06544293695131684,0.04748603351955307,0.051476456504389465,0.012769353551476457,0.030327214684756583,327332,0.3435754189944134,0.18834796488427774,0.30047885075818037,0.4421388667198723
Q9UNQ0,ATP-binding cassette sub-family G member 2,ABCG2,Ion_Channel,Drug resistance cancer,6,https://alphafold.ebi.ac.uk/files/AF-Q9UNQ0-F1-model_v6.pdb,655,85.25,0.096,0.047,0.211,0.646,0.4580152671755725,0.22595419847328244,0.1099236641221374,0.07786259541984733,0.10534351145038168,0.24885496183206107,0.0366412213740458,0.0732824427480916,0.0183206106870229,0.0717557251908397,0.0183206106870229,0.03206106870229008,0.04580152671755725,0.06412213740458016,0.0732824427480916,0.015267175572519083,0.06870229007633588,0.061068702290076333,0.11755725190839694,0.02900763358778626,0.051908396946564885,0.0366412213740458,0.030534351145038167,0.03358778625954199,0.08549618320610687,0.05801526717557252,0.06564885496183206,0.007633587786259542,0.03358778625954199,84002,0.35572519083969467,0.250381679389313,0.27938931297709924,0.366412213740458
P08183,Multidrug resistance protein 1,ABCB1,Ion_Channel,Drug resistance MDR,6,https://alphafold.ebi.ac.uk/files/AF-P08183-F1-model_v6.pdb,1280,84.56,0.077,0.033,0.345,0.545,0.45625,0.20546875,0.13046875,0.10234375,0.090625,0.24296875,0.02265625,0.07734375,0.00546875,0.09140625,0.00546875,0.04375,0.05859375,0.0546875,0.07734375,0.01484375,0.08125,0.06640625,0.09296875,0.025,0.04140625,0.02265625,0.04140625,0.04921875,0.06875,0.05390625,0.075,0.00859375,0.02734375,164337,0.37578125,0.24375,0.25390625,0.384375
Q9Y6M1,Acid-sensing ion channel 1,ASIC1,Ion_Channel,Pain neurodegeneration,6,https://alphafold.ebi.ac.uk/files/AF-Q9Y6M1-F1-model_v6.pdb,599,77.44,0.184,0.06,0.432,0.324,0.3756260434056761,0.21869782971619364,0.15025041736227046,0.11352253756260434,0.06010016694490818,0.22370617696160267,0.06343906510851419,0.07512520868113523,0.00333889816360601,0.08180300500834725,0.00333889816360601,0.03005008347245409,0.08347245409015025,0.0333889816360601,0.07512520868113523,0.03171953255425709,0.08347245409015025,0.06844741235392321,0.07178631051752922,0.015025041736227046,0.038397328881469114,0.06343906510851419,0.06176961602671119,0.05008347245409015,0.06343906510851419,0.05509181969949917,0.06343906510851419,0.00333889816360601,0.02337228714524207,76810,0.3823038397328882,0.20701168614357263,0.2704507512520868,0.4657762938230384
P51790,Chloride channel protein 3,CLCN3,Ion_Channel,Neurodegeneration,6,https://alphafold.ebi.ac.uk/files/AF-P51790-F1-model_v6.pdb,818,80.0,0.121,0.07,0.396,0.413,0.4682151589242054,0.1784841075794621,0.10880195599022005,0.10268948655256724,0.1136919315403423,0.25183374083129584,0.042787286063569685,0.07701711491442542,0.022004889975550123,0.0843520782396088,0.022004889975550123,0.04767726161369193,0.0550122249388753,0.05378973105134474,0.07701711491442542,0.019559902200488997,0.07823960880195599,0.042787286063569685,0.097799511002445,0.028117359413202935,0.03300733496332518,0.042787286063569685,0.017114914425427872,0.04645476772616137,0.06845965770171149,0.05990220048899755,0.06601466992665037,0.023227383863080684,0.03667481662591687,105567,0.3251833740831296,0.2567237163814181,0.26894865525672373,0.34963325183374083
P04035,3-hydroxy-3-methylglutaryl-CoA reductase,HMGCR,Enzyme,Hypercholesterolemia,6,https://alphafold.ebi.ac.uk/files/AF-P04035-F1-model_v6.pdb,888,75.31,0.207,0.168,0.176,0.449,0.42680180180180183,0.22184684684684686,0.11036036036036036,0.10022522522522523,0.06531531531531531,0.25563063063063063,0.041666666666666664,0.06756756756756757,0.03153153153153153,0.07657657657657657,0.03153153153153153,0.02927927927927928,0.07094594594594594,0.036036036036036036,0.06756756756756757,0.015765765765765764,0.06756756756756757,0.04617117117117117,0.1036036036036036,0.037162162162162164,0.04842342342342342,0.041666666666666664,0.03490990990990991,0.04842342342342342,0.07995495495495496,0.05855855855855856,0.07657657657657657,0.007882882882882882,0.021396396396396396,113329,0.36936936936936937,0.23310810810810811,0.2668918918918919,0.38963963963963966
P00374,Dihydrofolate reductase,DHFR,Enzyme,Cancer bacterial infection,6,https://alphafold.ebi.ac.uk/files/AF-P00374-F1-model_v6.pdb,187,96.12,0.005,0.005,0.027,0.963,0.3850267379679144,0.1925133689839572,0.1497326203208556,0.13368983957219252,0.0962566844919786,0.1657754010695187,0.06417112299465241,0.06951871657754011,0.0053475935828877,0.026737967914438502,0.0053475935828877,0.0481283422459893,0.0855614973262032,0.0481283422459893,0.06951871657754011,0.016042780748663103,0.0481283422459893,0.09090909090909091,0.10160427807486631,0.0374331550802139,0.053475935828877004,0.06417112299465241,0.0374331550802139,0.0427807486631016,0.06417112299465241,0.0374331550802139,0.0748663101604278,0.016042780748663103,0.03208556149732621,24776,0.37967914438502676,0.20855614973262032,0.2994652406417112,0.45454545454545453
P35354,Prostaglandin G/H synthase 2,PTGS2,Enzyme,Inflammation pain fever,6,https://alphafold.ebi.ac.uk/files/AF-P35354-F1-model_v6.pdb,604,93.0,0.053,0.031,0.008,0.907,0.402317880794702,0.21357615894039736,0.13245033112582782,0.10264900662251655,0.11754966887417219,0.19205298013245034,0.06622516556291391,0.061258278145695365,0.02152317880794702,0.05132450331125828,0.02152317880794702,0.04304635761589404,0.059602649006622516,0.06291390728476821,0.061258278145695365,0.03145695364238411,0.056291390728476824,0.056291390728476824,0.09437086092715231,0.024834437086092714,0.048013245033112585,0.06622516556291391,0.05132450331125828,0.04470198675496689,0.057947019867549666,0.056291390728476824,0.057947019867549666,0.009933774834437087,0.04470198675496689,79771,0.33774834437086093,0.2433774834437086,0.2764900662251656,0.3973509933774834
P23219,Prostaglandin G/H synthase 1,PTGS1,Enzyme,Inflammation platelet aggregation,6,https://alphafold.ebi.ac.uk/files/AF-P23219-F1-model_v6.pdb,599,93.94,0.038,0.038,0.005,0.918,0.41736227045075125,0.18196994991652754,0.12687813021702837,0.1001669449081803,0.12687813021702837,0.19365609348914858,0.07679465776293823,0.07512520868113523,0.021702838063439065,0.041736227045075125,0.021702838063439065,0.04006677796327212,0.06010016694490818,0.0651085141903172,0.07512520868113523,0.03005008347245409,0.041736227045075125,0.041736227045075125,0.12353923205342238,0.03005008347245409,0.03171953255425709,0.07679465776293823,0.045075125208681135,0.05509181969949917,0.05509181969949917,0.05008347245409015,0.05342237061769616,0.01669449081803005,0.045075125208681135,79371,0.34223706176961605,0.2270450751252087,0.27879799666110183,0.4090150250417362
